scenario_id,lot_id,lot_name,lat,lon,gu,dong,rank,cover_n,cover_ds,route_fi,delivery_zone,explanation
S001,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,21.2425,0.78124,부적합,수요커버 Ds=21.24 | 60셀 | 선정순위#1 | 경로타당성78%
S001,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,57,17.2731,0.69945,드론우선,수요커버 Ds=17.27 | 57셀 | 선정순위#2 | 경로타당성70%
S001,205-3-000001,성남시청 부설주차장,37.42018,127.12628,중원구,도촌동,3,56,15.3927,0.8105,부적합,수요커버 Ds=15.39 | 56셀 | 선정순위#3 | 경로타당성81%
S001,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,14.7226,0.6887,부적합,수요커버 Ds=14.72 | 60셀 | 선정순위#4 | 경로타당성69%
S001,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,14.1787,0.71941,부적합,수요커버 Ds=14.18 | 60셀 | 선정순위#5 | 경로타당성72%
S001,204-1-000004,수상9-10,37.43746,127.13988,중원구,성남동,6,60,14.0112,0.6573,부적합,수요커버 Ds=14.01 | 60셀 | 선정순위#6 | 경로타당성66%
S002,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,1,57,17.2731,0.69945,드론우선,수요커버 Ds=17.27 | 57셀 | 선정순위#1 | 경로타당성70%
S002,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,2,28,7.2317,0.71791,드론우선,수요커버 Ds=7.23 | 28셀 | 선정순위#2 | 경로타당성72%
S002,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,16,3.776,0.74493,드론우선,수요커버 Ds=3.78 | 16셀 | 선정순위#3 | 경로타당성74%
S002,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,3,0.9493,0.83482,부적합,수요커버 Ds=0.95 | 3셀 | 선정순위#4 | 경로타당성83%
S002,206-2-000021,수내제2공영,37.36665,127.12851,분당구,수내3동,5,1,0.2582,0.74003,부적합,수요커버 Ds=0.26 | 1셀 | 선정순위#5 | 경로타당성74%
S002,206-2-000010,수내동,37.3668,127.12796,분당구,수내3동,6,0,0.0,0.5,부적합,수요커버 Ds=0.00 | 0셀 | 선정순위#6 | 경로타당성50%
S003,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,21.6034,0.78124,부적합,수요커버 Ds=21.60 | 60셀 | 선정순위#1 | 경로타당성78%
S003,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,57,17.5211,0.69945,드론우선,수요커버 Ds=17.52 | 57셀 | 선정순위#2 | 경로타당성70%
S003,205-3-000001,성남시청 부설주차장,37.42018,127.12628,중원구,도촌동,3,56,15.6656,0.8105,부적합,수요커버 Ds=15.67 | 56셀 | 선정순위#3 | 경로타당성81%
S003,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,15.0025,0.6887,부적합,수요커버 Ds=15.00 | 60셀 | 선정순위#4 | 경로타당성69%
S003,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,14.4466,0.71941,부적합,수요커버 Ds=14.45 | 60셀 | 선정순위#5 | 경로타당성72%
S003,204-1-000004,수상9-10,37.43746,127.13988,중원구,성남동,6,60,14.3005,0.6573,부적합,수요커버 Ds=14.30 | 60셀 | 선정순위#6 | 경로타당성66%
S004,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,1,57,17.5211,0.69945,드론우선,수요커버 Ds=17.52 | 57셀 | 선정순위#1 | 경로타당성70%
S004,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,2,28,7.332,0.71791,드론우선,수요커버 Ds=7.33 | 28셀 | 선정순위#2 | 경로타당성72%
S004,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,16,3.8352,0.74493,드론우선,수요커버 Ds=3.84 | 16셀 | 선정순위#3 | 경로타당성74%
S004,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,3,0.9623,0.83482,부적합,수요커버 Ds=0.96 | 3셀 | 선정순위#4 | 경로타당성83%
S004,206-2-000021,수내제2공영,37.36665,127.12851,분당구,수내3동,5,1,0.2617,0.74003,부적합,수요커버 Ds=0.26 | 1셀 | 선정순위#5 | 경로타당성74%
S004,206-2-000010,수내동,37.3668,127.12796,분당구,수내3동,6,0,0.0,0.5,부적합,수요커버 Ds=0.00 | 0셀 | 선정순위#6 | 경로타당성50%
S005,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,23.3154,0.78124,부적합,수요커버 Ds=23.32 | 60셀 | 선정순위#1 | 경로타당성78%
S005,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,57,19.7821,0.69945,드론우선,수요커버 Ds=19.78 | 57셀 | 선정순위#2 | 경로타당성70%
S005,205-1-000051,중상68-69,37.42869,127.13431,중원구,성남동,3,61,17.9016,0.71694,부적합,수요커버 Ds=17.90 | 61셀 | 선정순위#3 | 경로타당성72%
S005,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,17.848,0.6887,부적합,수요커버 Ds=17.85 | 60셀 | 선정순위#4 | 경로타당성69%
S005,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,17.3687,0.71941,부적합,수요커버 Ds=17.37 | 60셀 | 선정순위#5 | 경로타당성72%
S005,204-2-000018,태평4동 제1,37.44711,127.14399,수정구,신흥2동,6,59,16.0477,0.60488,부적합,수요커버 Ds=16.05 | 59셀 | 선정순위#6 | 경로타당성60%
S006,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,1,57,19.7821,0.69945,드론우선,수요커버 Ds=19.78 | 57셀 | 선정순위#1 | 경로타당성70%
S006,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,2,28,8.3076,0.71791,드론우선,수요커버 Ds=8.31 | 28셀 | 선정순위#2 | 경로타당성72%
S006,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,16,4.5031,0.74493,드론우선,수요커버 Ds=4.50 | 16셀 | 선정순위#3 | 경로타당성74%
S006,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,3,1.1008,0.83482,부적합,수요커버 Ds=1.10 | 3셀 | 선정순위#4 | 경로타당성83%
S006,206-2-000021,수내제2공영,37.36665,127.12851,분당구,수내3동,5,1,0.2999,0.74003,부적합,수요커버 Ds=0.30 | 1셀 | 선정순위#5 | 경로타당성74%
S006,206-2-000010,수내동,37.3668,127.12796,분당구,수내3동,6,0,0.0,0.5,부적합,수요커버 Ds=0.00 | 0셀 | 선정순위#6 | 경로타당성50%
S007,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,23.6764,0.78124,부적합,수요커버 Ds=23.68 | 60셀 | 선정순위#1 | 경로타당성78%
S007,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,57,20.0309,0.69945,드론우선,수요커버 Ds=20.03 | 57셀 | 선정순위#2 | 경로타당성70%
S007,205-1-000051,중상68-69,37.42869,127.13431,중원구,성남동,3,61,18.1746,0.71694,부적합,수요커버 Ds=18.17 | 61셀 | 선정순위#3 | 경로타당성72%
S007,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,18.1276,0.6887,부적합,수요커버 Ds=18.13 | 60셀 | 선정순위#4 | 경로타당성69%
S007,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,17.6361,0.71941,부적합,수요커버 Ds=17.64 | 60셀 | 선정순위#5 | 경로타당성72%
S007,204-2-000018,태평4동 제1,37.44711,127.14399,수정구,신흥2동,6,59,16.3172,0.60488,부적합,수요커버 Ds=16.32 | 59셀 | 선정순위#6 | 경로타당성60%
S008,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,1,57,20.0309,0.69945,드론우선,수요커버 Ds=20.03 | 57셀 | 선정순위#1 | 경로타당성70%
S008,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,2,28,8.4078,0.71791,드론우선,수요커버 Ds=8.41 | 28셀 | 선정순위#2 | 경로타당성72%
S008,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,16,4.5623,0.74493,드론우선,수요커버 Ds=4.56 | 16셀 | 선정순위#3 | 경로타당성74%
S008,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,3,1.1139,0.83482,부적합,수요커버 Ds=1.11 | 3셀 | 선정순위#4 | 경로타당성83%
S008,206-2-000021,수내제2공영,37.36665,127.12851,분당구,수내3동,5,1,0.3034,0.74003,부적합,수요커버 Ds=0.30 | 1셀 | 선정순위#5 | 경로타당성74%
S008,206-2-000010,수내동,37.3668,127.12796,분당구,수내3동,6,0,0.0,0.5,부적합,수요커버 Ds=0.00 | 0셀 | 선정순위#6 | 경로타당성50%
S009,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,21.8958,0.78124,부적합,수요커버 Ds=21.90 | 60셀 | 선정순위#1 | 경로타당성78%
S009,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,57,17.7553,0.69945,드론우선,수요커버 Ds=17.76 | 57셀 | 선정순위#2 | 경로타당성70%
S009,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,3,61,17.2973,0.68985,부적합,수요커버 Ds=17.30 | 61셀 | 선정순위#3 | 경로타당성69%
S009,206-2-000002,야탑 제1환승,37.41207,127.12917,분당구,야탑1동,4,57,15.5251,0.68321,부적합,수요커버 Ds=15.53 | 57셀 | 선정순위#4 | 경로타당성68%
S009,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,5,60,15.4149,0.6887,부적합,수요커버 Ds=15.41 | 60셀 | 선정순위#5 | 경로타당성69%
S009,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,15.0702,0.71941,부적합,수요커버 Ds=15.07 | 60셀 | 선정순위#6 | 경로타당성72%
S010,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,1,57,17.7553,0.69945,드론우선,수요커버 Ds=17.76 | 57셀 | 선정순위#1 | 경로타당성70%
S010,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,2,28,7.5035,0.71791,드론우선,수요커버 Ds=7.50 | 28셀 | 선정순위#2 | 경로타당성72%
S010,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,16,3.8577,0.74493,드론우선,수요커버 Ds=3.86 | 16셀 | 선정순위#3 | 경로타당성74%
S010,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,3,0.9875,0.83482,부적합,수요커버 Ds=0.99 | 3셀 | 선정순위#4 | 경로타당성83%
S010,206-2-000021,수내제2공영,37.36665,127.12851,분당구,수내3동,5,1,0.2658,0.74003,부적합,수요커버 Ds=0.27 | 1셀 | 선정순위#5 | 경로타당성74%
S010,206-2-000010,수내동,37.3668,127.12796,분당구,수내3동,6,0,0.0,0.5,부적합,수요커버 Ds=0.00 | 0셀 | 선정순위#6 | 경로타당성50%
S011,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,22.257,0.78124,부적합,수요커버 Ds=22.26 | 60셀 | 선정순위#1 | 경로타당성78%
S011,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,57,18.0036,0.69945,드론우선,수요커버 Ds=18.00 | 57셀 | 선정순위#2 | 경로타당성70%
S011,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,3,61,17.5836,0.68985,부적합,수요커버 Ds=17.58 | 61셀 | 선정순위#3 | 경로타당성69%
S011,206-2-000002,야탑 제1환승,37.41207,127.12917,분당구,야탑1동,4,57,15.8093,0.68321,부적합,수요커버 Ds=15.81 | 57셀 | 선정순위#4 | 경로타당성68%
S011,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,5,60,15.695,0.6887,부적합,수요커버 Ds=15.70 | 60셀 | 선정순위#5 | 경로타당성69%
S011,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,15.3387,0.71941,부적합,수요커버 Ds=15.34 | 60셀 | 선정순위#6 | 경로타당성72%
S012,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,1,57,18.0036,0.69945,드론우선,수요커버 Ds=18.00 | 57셀 | 선정순위#1 | 경로타당성70%
S012,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,2,28,7.604,0.71791,드론우선,수요커버 Ds=7.60 | 28셀 | 선정순위#2 | 경로타당성72%
S012,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,16,3.9168,0.74493,드론우선,수요커버 Ds=3.92 | 16셀 | 선정순위#3 | 경로타당성74%
S012,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,3,1.0004,0.83482,부적합,수요커버 Ds=1.00 | 3셀 | 선정순위#4 | 경로타당성83%
S012,206-2-000021,수내제2공영,37.36665,127.12851,분당구,수내3동,5,1,0.2693,0.74003,부적합,수요커버 Ds=0.27 | 1셀 | 선정순위#5 | 경로타당성74%
S012,206-2-000010,수내동,37.3668,127.12796,분당구,수내3동,6,0,0.0,0.5,부적합,수요커버 Ds=0.00 | 0셀 | 선정순위#6 | 경로타당성50%
S013,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,23.9691,0.78124,부적합,수요커버 Ds=23.97 | 60셀 | 선정순위#1 | 경로타당성78%
S013,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,2,59,20.7053,0.62646,부적합,수요커버 Ds=20.71 | 59셀 | 선정순위#2 | 경로타당성63%
S013,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,3,57,20.2643,0.69945,드론우선,수요커버 Ds=20.26 | 57셀 | 선정순위#3 | 경로타당성70%
S013,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,18.5403,0.6887,부적합,수요커버 Ds=18.54 | 60셀 | 선정순위#4 | 경로타당성69%
S013,205-3-000001,성남시청 부설주차장,37.42018,127.12628,중원구,도촌동,5,56,18.3313,0.8105,부적합,수요커버 Ds=18.33 | 56셀 | 선정순위#5 | 경로타당성81%
S013,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,18.2597,0.71941,부적합,수요커버 Ds=18.26 | 60셀 | 선정순위#6 | 경로타당성72%
S014,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,1,57,20.2643,0.69945,드론우선,수요커버 Ds=20.26 | 57셀 | 선정순위#1 | 경로타당성70%
S014,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,2,28,8.5787,0.71791,드론우선,수요커버 Ds=8.58 | 28셀 | 선정순위#2 | 경로타당성72%
S014,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,16,4.5844,0.74493,드론우선,수요커버 Ds=4.58 | 16셀 | 선정순위#3 | 경로타당성74%
S014,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,3,1.1391,0.83482,부적합,수요커버 Ds=1.14 | 3셀 | 선정순위#4 | 경로타당성83%
S014,206-2-000021,수내제2공영,37.36665,127.12851,분당구,수내3동,5,1,0.3074,0.74003,부적합,수요커버 Ds=0.31 | 1셀 | 선정순위#5 | 경로타당성74%
S014,206-2-000010,수내동,37.3668,127.12796,분당구,수내3동,6,0,0.0,0.5,부적합,수요커버 Ds=0.00 | 0셀 | 선정순위#6 | 경로타당성50%
S015,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,24.3304,0.78124,부적합,수요커버 Ds=24.33 | 60셀 | 선정순위#1 | 경로타당성78%
S015,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,2,59,20.9968,0.62646,부적합,수요커버 Ds=21.00 | 59셀 | 선정순위#2 | 경로타당성63%
S015,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,3,57,20.5121,0.69945,드론우선,수요커버 Ds=20.51 | 57셀 | 선정순위#3 | 경로타당성70%
S015,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,18.8207,0.6887,부적합,수요커버 Ds=18.82 | 60셀 | 선정순위#4 | 경로타당성69%
S015,205-3-000001,성남시청 부설주차장,37.42018,127.12628,중원구,도촌동,5,56,18.6045,0.8105,부적합,수요커버 Ds=18.60 | 56셀 | 선정순위#5 | 경로타당성81%
S015,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,18.5287,0.71941,부적합,수요커버 Ds=18.53 | 60셀 | 선정순위#6 | 경로타당성72%
S016,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,1,57,20.5121,0.69945,드론우선,수요커버 Ds=20.51 | 57셀 | 선정순위#1 | 경로타당성70%
S016,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,2,28,8.6791,0.71791,드론우선,수요커버 Ds=8.68 | 28셀 | 선정순위#2 | 경로타당성72%
S016,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,16,4.6436,0.74493,드론우선,수요커버 Ds=4.64 | 16셀 | 선정순위#3 | 경로타당성74%
S016,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,3,1.152,0.83482,부적합,수요커버 Ds=1.15 | 3셀 | 선정순위#4 | 경로타당성83%
S016,206-2-000021,수내제2공영,37.36665,127.12851,분당구,수내3동,5,1,0.3109,0.74003,부적합,수요커버 Ds=0.31 | 1셀 | 선정순위#5 | 경로타당성74%
S016,206-2-000010,수내동,37.3668,127.12796,분당구,수내3동,6,0,0.0,0.5,부적합,수요커버 Ds=0.00 | 0셀 | 선정순위#6 | 경로타당성50%
S017,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,23.7052,0.78124,부적합,수요커버 Ds=23.71 | 60셀 | 선정순위#1 | 경로타당성78%
S017,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,57,18.9573,0.69945,드론우선,수요커버 Ds=18.96 | 57셀 | 선정순위#2 | 경로타당성70%
S017,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,3,58,17.9107,0.69246,부적합,수요커버 Ds=17.91 | 58셀 | 선정순위#3 | 경로타당성69%
S017,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,16.6622,0.6887,부적합,수요커버 Ds=16.66 | 60셀 | 선정순위#4 | 경로타당성69%
S017,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,15.531,0.71941,부적합,수요커버 Ds=15.53 | 60셀 | 선정순위#5 | 경로타당성72%
S017,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,6,61,15.2303,0.68985,부적합,수요커버 Ds=15.23 | 61셀 | 선정순위#6 | 경로타당성69%
S018,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,1,57,18.9573,0.69945,드론우선,수요커버 Ds=18.96 | 57셀 | 선정순위#1 | 경로타당성70%
S018,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,2,28,7.4807,0.71791,드론우선,수요커버 Ds=7.48 | 28셀 | 선정순위#2 | 경로타당성72%
S018,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,16,4.4182,0.74493,드론우선,수요커버 Ds=4.42 | 16셀 | 선정순위#3 | 경로타당성74%
S018,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,3,0.9566,0.83482,부적합,수요커버 Ds=0.96 | 3셀 | 선정순위#4 | 경로타당성83%
S018,206-2-000021,수내제2공영,37.36665,127.12851,분당구,수내3동,5,1,0.2602,0.74003,부적합,수요커버 Ds=0.26 | 1셀 | 선정순위#5 | 경로타당성74%
S018,206-2-000010,수내동,37.3668,127.12796,분당구,수내3동,6,0,0.0,0.5,부적합,수요커버 Ds=0.00 | 0셀 | 선정순위#6 | 경로타당성50%
S019,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,24.0662,0.78124,부적합,수요커버 Ds=24.07 | 60셀 | 선정순위#1 | 경로타당성78%
S019,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,2,57,19.2328,0.78484,부적합,수요커버 Ds=19.23 | 57셀 | 선정순위#2 | 경로타당성78%
S019,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,3,58,18.1955,0.69246,부적합,수요커버 Ds=18.20 | 58셀 | 선정순위#3 | 경로타당성69%
S019,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,16.9425,0.6887,부적합,수요커버 Ds=16.94 | 60셀 | 선정순위#4 | 경로타당성69%
S019,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,15.7991,0.71941,부적합,수요커버 Ds=15.80 | 60셀 | 선정순위#5 | 경로타당성72%
S019,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,6,61,15.517,0.68985,부적합,수요커버 Ds=15.52 | 61셀 | 선정순위#6 | 경로타당성69%
S020,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,1,57,19.2055,0.69945,드론우선,수요커버 Ds=19.21 | 57셀 | 선정순위#1 | 경로타당성70%
S020,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,2,28,7.5808,0.71791,드론우선,수요커버 Ds=7.58 | 28셀 | 선정순위#2 | 경로타당성72%
S020,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,16,4.4774,0.74493,드론우선,수요커버 Ds=4.48 | 16셀 | 선정순위#3 | 경로타당성74%
S020,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,3,0.9695,0.83482,부적합,수요커버 Ds=0.97 | 3셀 | 선정순위#4 | 경로타당성83%
S020,206-2-000021,수내제2공영,37.36665,127.12851,분당구,수내3동,5,1,0.2637,0.74003,부적합,수요커버 Ds=0.26 | 1셀 | 선정순위#5 | 경로타당성74%
S020,206-2-000010,수내동,37.3668,127.12796,분당구,수내3동,6,0,0.0,0.5,부적합,수요커버 Ds=0.00 | 0셀 | 선정순위#6 | 경로타당성50%
S021,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,25.779,0.78124,부적합,수요커버 Ds=25.78 | 60셀 | 선정순위#1 | 경로타당성78%
S021,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,57,21.4665,0.69945,드론우선,수요커버 Ds=21.47 | 57셀 | 선정순위#2 | 경로타당성70%
S021,206-2-000004,맛고을,37.41166,127.13178,분당구,야탑1동,3,60,20.2935,0.65956,부적합,수요커버 Ds=20.29 | 60셀 | 선정순위#3 | 경로타당성66%
S021,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,19.7879,0.6887,부적합,수요커버 Ds=19.79 | 60셀 | 선정순위#4 | 경로타당성69%
S021,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,18.7206,0.71941,부적합,수요커버 Ds=18.72 | 60셀 | 선정순위#5 | 경로타당성72%
S021,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,6,61,18.3185,0.68985,부적합,수요커버 Ds=18.32 | 61셀 | 선정순위#6 | 경로타당성69%
S022,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,1,57,21.4665,0.69945,드론우선,수요커버 Ds=21.47 | 57셀 | 선정순위#1 | 경로타당성70%
S022,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,2,28,8.5564,0.71791,드론우선,수요커버 Ds=8.56 | 28셀 | 선정순위#2 | 경로타당성72%
