scenario_id,lot_id,lot_name,lat,lon,gu,dong,rank,cover_n,cover_ds,route_fi,delivery_zone,explanation
S043,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,5,60,19.9464,0.6887,부적합,수요커버 Ds=19.95 | 60셀 | 선정순위#5 | 경로타당성69%
S043,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,19.41,0.71941,부적합,수요커버 Ds=19.41 | 60셀 | 선정순위#6 | 경로타당성72%
S044,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,27.7444,0.78124,부적합,수요커버 Ds=27.74 | 60셀 | 선정순위#1 | 경로타당성78%
S044,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,2,59,22.0142,0.62646,부적합,수요커버 Ds=22.01 | 59셀 | 선정순위#2 | 경로타당성63%
S044,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,20.744,0.78484,부적합,수요커버 Ds=20.74 | 57셀 | 선정순위#3 | 경로타당성78%
S044,205-3-000001,성남시청 부설주차장,37.42018,127.12628,중원구,도촌동,4,56,20.3694,0.8105,부적합,수요커버 Ds=20.37 | 56셀 | 선정순위#4 | 경로타당성81%
S044,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,5,60,19.9464,0.6887,부적합,수요커버 Ds=19.95 | 60셀 | 선정순위#5 | 경로타당성69%
S044,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,19.41,0.71941,부적합,수요커버 Ds=19.41 | 60셀 | 선정순위#6 | 경로타당성72%
S045,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,29.4577,0.78124,부적합,수요커버 Ds=29.46 | 60셀 | 선정순위#1 | 경로타당성78%
S045,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,2,59,25.1425,0.62646,부적합,수요커버 Ds=25.14 | 59셀 | 선정순위#2 | 경로타당성63%
S045,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,3,60,22.7923,0.6887,부적합,수요커버 Ds=22.79 | 60셀 | 선정순위#3 | 경로타당성69%
S045,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,57,22.6759,0.78484,부적합,수요커버 Ds=22.68 | 57셀 | 선정순위#4 | 경로타당성78%
S045,205-3-000001,성남시청 부설주차장,37.42018,127.12628,중원구,도촌동,5,56,22.4827,0.8105,부적합,수요커버 Ds=22.48 | 56셀 | 선정순위#5 | 경로타당성81%
S045,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,22.3324,0.71941,부적합,수요커버 Ds=22.33 | 60셀 | 선정순위#6 | 경로타당성72%
S046,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,29.4577,0.78124,부적합,수요커버 Ds=29.46 | 60셀 | 선정순위#1 | 경로타당성78%
S046,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,2,59,25.1425,0.62646,부적합,수요커버 Ds=25.14 | 59셀 | 선정순위#2 | 경로타당성63%
S046,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,3,60,22.7923,0.6887,부적합,수요커버 Ds=22.79 | 60셀 | 선정순위#3 | 경로타당성69%
S046,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,57,22.6759,0.78484,부적합,수요커버 Ds=22.68 | 57셀 | 선정순위#4 | 경로타당성78%
S046,205-3-000001,성남시청 부설주차장,37.42018,127.12628,중원구,도촌동,5,56,22.4827,0.8105,부적합,수요커버 Ds=22.48 | 56셀 | 선정순위#5 | 경로타당성81%
S046,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,22.3324,0.71941,부적합,수요커버 Ds=22.33 | 60셀 | 선정순위#6 | 경로타당성72%
S047,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,29.818,0.78124,부적합,수요커버 Ds=29.82 | 60셀 | 선정순위#1 | 경로타당성78%
S047,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,2,59,25.4347,0.62646,부적합,수요커버 Ds=25.43 | 59셀 | 선정순위#2 | 경로타당성63%
S047,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,3,60,23.0729,0.6887,부적합,수요커버 Ds=23.07 | 60셀 | 선정순위#3 | 경로타당성69%
S047,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,57,22.9594,0.78484,부적합,수요커버 Ds=22.96 | 57셀 | 선정순위#4 | 경로타당성78%
S047,205-3-000001,성남시청 부설주차장,37.42018,127.12628,중원구,도촌동,5,56,22.7558,0.8105,부적합,수요커버 Ds=22.76 | 56셀 | 선정순위#5 | 경로타당성81%
S047,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,22.5988,0.71941,부적합,수요커버 Ds=22.60 | 60셀 | 선정순위#6 | 경로타당성72%
S048,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,29.818,0.78124,부적합,수요커버 Ds=29.82 | 60셀 | 선정순위#1 | 경로타당성78%
S048,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,2,59,25.4347,0.62646,부적합,수요커버 Ds=25.43 | 59셀 | 선정순위#2 | 경로타당성63%
S048,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,3,60,23.0729,0.6887,부적합,수요커버 Ds=23.07 | 60셀 | 선정순위#3 | 경로타당성69%
S048,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,57,22.9594,0.78484,부적합,수요커버 Ds=22.96 | 57셀 | 선정순위#4 | 경로타당성78%
S048,205-3-000001,성남시청 부설주차장,37.42018,127.12628,중원구,도촌동,5,56,22.7558,0.8105,부적합,수요커버 Ds=22.76 | 56셀 | 선정순위#5 | 경로타당성81%
S048,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,22.5988,0.71941,부적합,수요커버 Ds=22.60 | 60셀 | 선정순위#6 | 경로타당성72%
S049,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,29.1935,0.78124,부적합,수요커버 Ds=29.19 | 60셀 | 선정순위#1 | 경로타당성78%
S049,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,2,58,22.2402,0.69246,부적합,수요커버 Ds=22.24 | 58셀 | 선정순위#2 | 경로타당성69%
S049,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,22.227,0.78484,부적합,수요커버 Ds=22.23 | 57셀 | 선정순위#3 | 경로타당성78%
S049,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,20.9143,0.6887,부적합,수요커버 Ds=20.91 | 60셀 | 선정순위#4 | 경로타당성69%
S049,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,19.6029,0.71941,부적합,수요커버 Ds=19.60 | 60셀 | 선정순위#5 | 경로타당성72%
S049,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,6,61,19.5756,0.68985,부적합,수요커버 Ds=19.58 | 61셀 | 선정순위#6 | 경로타당성69%
S050,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,29.1935,0.78124,부적합,수요커버 Ds=29.19 | 60셀 | 선정순위#1 | 경로타당성78%
S050,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,2,58,22.2402,0.69246,부적합,수요커버 Ds=22.24 | 58셀 | 선정순위#2 | 경로타당성69%
S050,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,22.227,0.78484,부적합,수요커버 Ds=22.23 | 57셀 | 선정순위#3 | 경로타당성78%
S050,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,20.9143,0.6887,부적합,수요커버 Ds=20.91 | 60셀 | 선정순위#4 | 경로타당성69%
S050,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,19.6029,0.71941,부적합,수요커버 Ds=19.60 | 60셀 | 선정순위#5 | 경로타당성72%
S050,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,6,61,19.5756,0.68985,부적합,수요커버 Ds=19.58 | 61셀 | 선정순위#6 | 경로타당성69%
S051,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,29.5542,0.78124,부적합,수요커버 Ds=29.55 | 60셀 | 선정순위#1 | 경로타당성78%
S051,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,2,58,22.5252,0.69246,부적합,수요커버 Ds=22.53 | 58셀 | 선정순위#2 | 경로타당성69%
S051,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,22.5096,0.78484,부적합,수요커버 Ds=22.51 | 57셀 | 선정순위#3 | 경로타당성78%
S051,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,21.1943,0.6887,부적합,수요커버 Ds=21.19 | 60셀 | 선정순위#4 | 경로타당성69%
S051,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,19.8705,0.71941,부적합,수요커버 Ds=19.87 | 60셀 | 선정순위#5 | 경로타당성72%
S051,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,6,61,19.861,0.68985,부적합,수요커버 Ds=19.86 | 61셀 | 선정순위#6 | 경로타당성69%
S052,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,29.5542,0.78124,부적합,수요커버 Ds=29.55 | 60셀 | 선정순위#1 | 경로타당성78%
S052,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,2,58,22.5252,0.69246,부적합,수요커버 Ds=22.53 | 58셀 | 선정순위#2 | 경로타당성69%
S052,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,22.5096,0.78484,부적합,수요커버 Ds=22.51 | 57셀 | 선정순위#3 | 경로타당성78%
S052,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,21.1943,0.6887,부적합,수요커버 Ds=21.19 | 60셀 | 선정순위#4 | 경로타당성69%
S052,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,19.8705,0.71941,부적합,수요커버 Ds=19.87 | 60셀 | 선정순위#5 | 경로타당성72%
S052,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,6,61,19.861,0.68985,부적합,수요커버 Ds=19.86 | 61셀 | 선정순위#6 | 경로타당성69%
S053,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,31.2664,0.78124,부적합,수요커버 Ds=31.27 | 60셀 | 선정순위#1 | 경로타당성78%
S053,206-2-000004,맛고을,37.41166,127.13178,분당구,야탑1동,2,60,24.6492,0.65956,부적합,수요커버 Ds=24.65 | 60셀 | 선정순위#2 | 경로타당성66%
S053,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,24.4418,0.78484,부적합,수요커버 Ds=24.44 | 57셀 | 선정순위#3 | 경로타당성78%
S053,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,24.0395,0.6887,부적합,수요커버 Ds=24.04 | 60셀 | 선정순위#4 | 경로타당성69%
S053,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,22.7921,0.71941,부적합,수요커버 Ds=22.79 | 60셀 | 선정순위#5 | 경로타당성72%
S053,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,6,61,22.6634,0.68985,부적합,수요커버 Ds=22.66 | 61셀 | 선정순위#6 | 경로타당성69%
S054,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,31.2664,0.78124,부적합,수요커버 Ds=31.27 | 60셀 | 선정순위#1 | 경로타당성78%
S054,206-2-000004,맛고을,37.41166,127.13178,분당구,야탑1동,2,60,24.6492,0.65956,부적합,수요커버 Ds=24.65 | 60셀 | 선정순위#2 | 경로타당성66%
S054,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,24.4418,0.78484,부적합,수요커버 Ds=24.44 | 57셀 | 선정순위#3 | 경로타당성78%
S054,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,24.0395,0.6887,부적합,수요커버 Ds=24.04 | 60셀 | 선정순위#4 | 경로타당성69%
S054,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,22.7921,0.71941,부적합,수요커버 Ds=22.79 | 60셀 | 선정순위#5 | 경로타당성72%
S054,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,6,61,22.6634,0.68985,부적합,수요커버 Ds=22.66 | 61셀 | 선정순위#6 | 경로타당성69%
S055,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,31.6271,0.78124,부적합,수요커버 Ds=31.63 | 60셀 | 선정순위#1 | 경로타당성78%
S055,206-2-000004,맛고을,37.41166,127.13178,분당구,야탑1동,2,60,24.9353,0.65956,부적합,수요커버 Ds=24.94 | 60셀 | 선정순위#2 | 경로타당성66%
S055,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,24.7243,0.78484,부적합,수요커버 Ds=24.72 | 57셀 | 선정순위#3 | 경로타당성78%
S055,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,24.319,0.6887,부적합,수요커버 Ds=24.32 | 60셀 | 선정순위#4 | 경로타당성69%
S055,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,23.0598,0.71941,부적합,수요커버 Ds=23.06 | 60셀 | 선정순위#5 | 경로타당성72%
S055,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,6,61,22.9491,0.68985,부적합,수요커버 Ds=22.95 | 61셀 | 선정순위#6 | 경로타당성69%
S056,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,31.6271,0.78124,부적합,수요커버 Ds=31.63 | 60셀 | 선정순위#1 | 경로타당성78%
S056,206-2-000004,맛고을,37.41166,127.13178,분당구,야탑1동,2,60,24.9353,0.65956,부적합,수요커버 Ds=24.94 | 60셀 | 선정순위#2 | 경로타당성66%
S056,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,24.7243,0.78484,부적합,수요커버 Ds=24.72 | 57셀 | 선정순위#3 | 경로타당성78%
S056,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,4,60,24.319,0.6887,부적합,수요커버 Ds=24.32 | 60셀 | 선정순위#4 | 경로타당성69%
S056,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,5,60,23.0598,0.71941,부적합,수요커버 Ds=23.06 | 60셀 | 선정순위#5 | 경로타당성72%
S056,204-2-000028,수진 제2,37.43535,127.13409,중원구,성남동,6,61,22.9491,0.68985,부적합,수요커버 Ds=22.95 | 61셀 | 선정순위#6 | 경로타당성69%
S057,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,29.8466,0.78124,부적합,수요커버 Ds=29.85 | 60셀 | 선정순위#1 | 경로타당성78%
S057,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,2,58,22.9058,0.69246,부적합,수요커버 Ds=22.91 | 58셀 | 선정순위#2 | 경로타당성69%
S057,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,22.7969,0.78484,부적합,수요커버 Ds=22.80 | 57셀 | 선정순위#3 | 경로타당성78%
S057,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,4,59,22.3916,0.62646,부적합,수요커버 Ds=22.39 | 59셀 | 선정순위#4 | 경로타당성63%
S057,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,5,60,21.6063,0.6887,부적합,수요커버 Ds=21.61 | 60셀 | 선정순위#5 | 경로타당성69%
S057,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,20.4947,0.71941,부적합,수요커버 Ds=20.49 | 60셀 | 선정순위#6 | 경로타당성72%
S058,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,29.8466,0.78124,부적합,수요커버 Ds=29.85 | 60셀 | 선정순위#1 | 경로타당성78%
S058,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,2,58,22.9058,0.69246,부적합,수요커버 Ds=22.91 | 58셀 | 선정순위#2 | 경로타당성69%
S058,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,22.7969,0.78484,부적합,수요커버 Ds=22.80 | 57셀 | 선정순위#3 | 경로타당성78%
S058,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,4,59,22.3916,0.62646,부적합,수요커버 Ds=22.39 | 59셀 | 선정순위#4 | 경로타당성63%
S058,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,5,60,21.6063,0.6887,부적합,수요커버 Ds=21.61 | 60셀 | 선정순위#5 | 경로타당성69%
S058,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,20.4947,0.71941,부적합,수요커버 Ds=20.49 | 60셀 | 선정순위#6 | 경로타당성72%
S059,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,30.2078,0.78124,부적합,수요커버 Ds=30.21 | 60셀 | 선정순위#1 | 경로타당성78%
S059,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,2,58,23.1908,0.69246,부적합,수요커버 Ds=23.19 | 58셀 | 선정순위#2 | 경로타당성69%
S059,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,23.0797,0.78484,부적합,수요커버 Ds=23.08 | 57셀 | 선정순위#3 | 경로타당성78%
S059,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,4,59,22.6828,0.62646,부적합,수요커버 Ds=22.68 | 59셀 | 선정순위#4 | 경로타당성63%
S059,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,5,60,21.8867,0.6887,부적합,수요커버 Ds=21.89 | 60셀 | 선정순위#5 | 경로타당성69%
S059,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,20.7627,0.71941,부적합,수요커버 Ds=20.76 | 60셀 | 선정순위#6 | 경로타당성72%
S060,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,30.2078,0.78124,부적합,수요커버 Ds=30.21 | 60셀 | 선정순위#1 | 경로타당성78%
S060,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,2,58,23.1908,0.69246,부적합,수요커버 Ds=23.19 | 58셀 | 선정순위#2 | 경로타당성69%
S060,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,3,57,23.0797,0.78484,부적합,수요커버 Ds=23.08 | 57셀 | 선정순위#3 | 경로타당성78%
S060,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,4,59,22.6828,0.62646,부적합,수요커버 Ds=22.68 | 59셀 | 선정순위#4 | 경로타당성63%
S060,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,5,60,21.8867,0.6887,부적합,수요커버 Ds=21.89 | 60셀 | 선정순위#5 | 경로타당성69%
S060,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,20.7627,0.71941,부적합,수요커버 Ds=20.76 | 60셀 | 선정순위#6 | 경로타당성72%
S061,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,31.9207,0.78124,부적합,수요커버 Ds=31.92 | 60셀 | 선정순위#1 | 경로타당성78%
S061,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,2,59,25.8116,0.62646,부적합,수요커버 Ds=25.81 | 59셀 | 선정순위#2 | 경로타당성63%
S061,206-2-000004,맛고을,37.41166,127.13178,분당구,야탑1동,3,60,25.3353,0.65956,부적합,수요커버 Ds=25.34 | 60셀 | 선정순위#3 | 경로타당성66%
S061,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,57,25.0123,0.78484,부적합,수요커버 Ds=25.01 | 57셀 | 선정순위#4 | 경로타당성78%
S061,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,5,60,24.7327,0.6887,부적합,수요커버 Ds=24.73 | 60셀 | 선정순위#5 | 경로타당성69%
S061,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,23.6832,0.71941,부적합,수요커버 Ds=23.68 | 60셀 | 선정순위#6 | 경로타당성72%
S062,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,31.9207,0.78124,부적합,수요커버 Ds=31.92 | 60셀 | 선정순위#1 | 경로타당성78%
S062,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,2,59,25.8116,0.62646,부적합,수요커버 Ds=25.81 | 59셀 | 선정순위#2 | 경로타당성63%
S062,206-2-000004,맛고을,37.41166,127.13178,분당구,야탑1동,3,60,25.3353,0.65956,부적합,수요커버 Ds=25.34 | 60셀 | 선정순위#3 | 경로타당성66%
S062,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,57,25.0123,0.78484,부적합,수요커버 Ds=25.01 | 57셀 | 선정순위#4 | 경로타당성78%
S062,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,5,60,24.7327,0.6887,부적합,수요커버 Ds=24.73 | 60셀 | 선정순위#5 | 경로타당성69%
S062,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,23.6832,0.71941,부적합,수요커버 Ds=23.68 | 60셀 | 선정순위#6 | 경로타당성72%
S063,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,32.281,0.78124,부적합,수요커버 Ds=32.28 | 60셀 | 선정순위#1 | 경로타당성78%
S063,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,2,59,26.1036,0.62646,부적합,수요커버 Ds=26.10 | 59셀 | 선정순위#2 | 경로타당성63%
S063,206-2-000004,맛고을,37.41166,127.13178,분당구,야탑1동,3,60,25.6232,0.65956,부적합,수요커버 Ds=25.62 | 60셀 | 선정순위#3 | 경로타당성66%
S063,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,57,25.2933,0.78484,부적합,수요커버 Ds=25.29 | 57셀 | 선정순위#4 | 경로타당성78%
S063,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,5,60,25.0127,0.6887,부적합,수요커버 Ds=25.01 | 60셀 | 선정순위#5 | 경로타당성69%
S063,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,23.9508,0.71941,부적합,수요커버 Ds=23.95 | 60셀 | 선정순위#6 | 경로타당성72%
S064,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,1,60,32.281,0.78124,부적합,수요커버 Ds=32.28 | 60셀 | 선정순위#1 | 경로타당성78%
S064,204-2-000034,신흥제9공영주차장,37.44339,127.14236,수정구,신흥1동,2,59,26.1036,0.62646,부적합,수요커버 Ds=26.10 | 59셀 | 선정순위#2 | 경로타당성63%
S064,206-2-000004,맛고을,37.41166,127.13178,분당구,야탑1동,3,60,25.6232,0.65956,부적합,수요커버 Ds=25.62 | 60셀 | 선정순위#3 | 경로타당성66%
S064,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,57,25.2933,0.78484,부적합,수요커버 Ds=25.29 | 57셀 | 선정순위#4 | 경로타당성78%
S064,206-2-000005,점골,37.37694,127.13998,분당구,서현2동,5,60,25.0127,0.6887,부적합,수요커버 Ds=25.01 | 60셀 | 선정순위#5 | 경로타당성69%
S064,206-2-000022,운중동공영주차장,37.39088,127.0779,분당구,운중동,6,60,23.9508,0.71941,부적합,수요커버 Ds=23.95 | 60셀 | 선정순위#6 | 경로타당성72%
