lot_id,lot_name,GU_NM,ADM_NM,candidate_rank,candidate_grade,candidate_score_for_ranking,candidate_score_primary,candidate_score_conservative,delivery_zone,demand_context_score,constraint_context_score,parking_site_score,zone_score,corporate_context_score,airspace_review_required,nb10_risk_note,nb10_candidate_reason
205-2-000016,은행2동 제4,중원구,은행2동,87,C,0.43825591412509896,0.43825591412509896,0.43825591412509896,부적합,0.26946940904590355,0.6028240214138033,0.7728,0.0,0.0007123121116385898,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
204-2-000002,단대 제1,수정구,단대동,88,C,0.4369059031737682,0.4369059031737682,0.4369059031737682,부적합,0.30864161563417686,0.6152522038496864,0.6929,0.0,0.03686573478769389,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
204-2-000040,양지제3공영주차장,수정구,단대동,89,C,0.43653094987742813,0.43653094987742813,0.43653094987742813,부적합,0.3151417490732051,0.6152522038496864,0.6823,0.0,0.03686573478769389,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
205-2-000022,은행1,중원구,금광2동,90,C,0.4362877505205407,0.4362877505205407,0.4362877505205407,부적합,0.3298461684505076,0.6083710923995047,0.6609,0.0,0.0704763692597366,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
205-2-000010,금광공영주차장,중원구,금광2동,91,C,0.43569864822903953,0.43569864822903953,0.43569864822903953,부적합,0.3306614345078836,0.6798733107531736,0.5859,0.0,0.0704763692597366,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
205-1-000066,모란5,중원구,성남동,92,C,0.4335337143800071,0.4335337143800071,0.4335337143800071,부적합,0.4231784778284976,0.8229268945994151,0.2641,0.0,0.27329046980358374,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
205-2-000012,자혜,중원구,금광2동,93,C,0.4329335161233943,0.4329335161233943,0.4329335161233943,부적합,0.3152976631939651,0.5800220621700786,0.6962,0.0,0.0704763692597366,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
205-1-000064,모란2,중원구,성남동,94,C,0.4321258757226881,0.4321258757226881,0.4321258757226881,부적합,0.41945678293899247,0.7907059128154464,0.2959,0.0,0.27329046980358374,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
204-1-000006,수상11-1,수정구,수진1동,95,C,0.43206815995303693,0.43206815995303693,0.43206815995303693,부적합,0.5348865617099225,0.6682450802069392,0.2691,0.0,0.2104318660565858,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
205-1-000020,중상13,중원구,중앙동,96,C,0.429711192327868,0.429711192327868,0.429711192327868,부적합,0.5018605599394479,0.6438815225306133,0.3667,0.0,0.02829231432815784,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
206-2-000021,수내제2공영,분당구,수내3동,97,C,0.4291384940843609,0.4291384940843609,0.4291384940843609,부적합,0.29392397574923723,0.6872399671633971,0.6142,0.0,0.018102215625572706,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
204-3-000001,수정구청 부설주차장,수정구,신흥2동,98,C,0.428977580427501,0.428977580427501,0.428977580427501,부적합,0.46307335962392027,0.5762699071409116,0.4769,0.0,0.07218855547802057,False,이상 없음,수요는 있으나 제약/공역 리스크 있음
205-1-000021,중상14,중원구,중앙동,99,C,0.42876880607137874,0.42876880607137874,0.42876880607137874,부적합,0.49738231349233597,0.6438815225306133,0.3692,0.0,0.02829231432815784,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
205-1-000026,중상1,중원구,성남동,100,C,0.42847986532970495,0.42847986532970495,0.42847986532970495,부적합,0.5020394215489066,0.7189061771896338,0.2375,0.0,0.27329046980358374,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
205-1-000027,중상2,중원구,성남동,101,C,0.42567254355978,0.42567254355978,0.42567254355978,부적합,0.5112352138978994,0.6943027808213441,0.238,0.0,0.27329046980358374,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
205-2-000021,상대원 제1,중원구,상대원1동,102,C,0.4251659427980017,0.4251659427980017,0.4251659427980017,부적합,0.26261506079680796,0.5463729002680329,0.7238,0.0,0.3141489290422145,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000051,중상68-69,중원구,성남동,103,C,0.42500990877305467,0.42500990877305467,0.42500990877305467,부적합,0.4807304402850413,0.6737589247324443,0.2986,0.0,0.27329046980358374,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
205-1-000047,중상50,중원구,하대원동,104,C,0.4242165702121174,0.4242165702121174,0.4242165702121174,부적합,0.37340363552499833,0.7998341279943094,0.3592,0.0,0.07533531559581219,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
204-2-000033,복정 제6공영,수정구,복정동,105,C,0.42419937442025374,0.42419937442025374,0.42419937442025374,부적합,0.1930778823223007,0.7908393325757799,0.6156,0.0,0.1002456492700706,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
204-2-000005,양지 제2,수정구,양지동,106,C,0.4224125926916994,0.4224125926916994,0.4224125926916994,부적합,0.27129520458975753,0.6552370843411369,0.6546,0.0,0.0,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
204-2-000036,고등동공영주차장,수정구,고등동,107,C,0.42237483922706864,0.42237483922706864,0.42237483922706864,부적합,0.20646232387054397,0.7484822301214071,0.6503,0.0,0.008349366840529351,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-2-000015,은행1동 제2,중원구,은행1동,108,C,0.4221332455659682,0.4221332455659682,0.4221332455659682,부적합,0.306990774413057,0.5787611485525176,0.6726,0.0,0.036923747665378856,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
205-2-000007,상대원 3동,중원구,상대원3동,109,C,0.4215716059189264,0.4215716059189264,0.4215716059189264,부적합,0.3150387845232113,0.6386005639689107,0.5851,0.0,0.10765780687149537,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
204-2-000037,복정제1공영주차장,수정구,복정동,110,C,0.41999289262868394,0.41999289262868394,0.41999289262868394,부적합,0.18687599374021807,0.8221960494244163,0.5761,0.0,0.1002456492700706,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000065,모란4,중원구,성남동,111,C,0.4188752250153267,0.4188752250153267,0.4188752250153267,부적합,0.4207095726867027,0.7749494043392063,0.2569,0.0,0.27329046980358374,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
205-1-000060,중상65,중원구,하대원동,112,C,0.41830861379287154,0.41830861379287154,0.41830861379287154,부적합,0.47656785539236124,0.721972394503018,0.269,0.0,0.07533531559581219,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
205-2-000009,금광2동 제2,중원구,금광2동,113,C,0.41706078275726594,0.41706078275726594,0.41706078275726594,부적합,0.32754324438485893,0.6063873150383141,0.5892,0.0,0.0704763692597366,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
205-1-000022,중상16,중원구,중앙동,114,C,0.4136477321464861,0.4136477321464861,0.4136477321464861,부적합,0.48946495942121415,0.6438815225306133,0.3198,0.0,0.02829231432815784,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
204-2-000038,신촌동공영주차장,수정구,신촌동,115,C,0.4118821559530255,0.4118821559530255,0.4118821559530255,부적합,0.10600480384984103,0.8133054328759294,0.6858,0.0,8.232773197673476e-05,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000049,중상66,중원구,하대원동,116,C,0.41131685322799516,0.41131685322799516,0.41131685322799516,부적합,0.4539485394927144,0.721972394503018,0.2727,0.0,0.07533531559581219,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
206-2-000018,운중동974공영주차장,분당구,운중동,117,C,0.41061519021385134,0.41061519021385134,0.41061519021385134,부적합,0.35157415981240836,0.7127212482606159,0.4368,0.0,0.003678444287088193,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
206-2-000010,수내동,분당구,수내3동,118,C,0.40984610646247294,0.40984610646247294,0.40984610646247294,부적합,0.2818028682581286,0.6872399671633971,0.554,0.0,0.018102215625572706,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
206-3-000005,판교도서관,분당구,판교동,119,C,0.40869699968167106,0.40869699968167106,0.40869699968167106,부적합,0.33477988953591314,0.7549570833190521,0.4057,0.0,0.027195350286769077,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
205-2-000013,은행2동 제3,중원구,은행2동,120,C,0.40774105540807165,0.40774105540807165,0.40774105540807165,부적합,0.28772161808422825,0.49121149389203944,0.7368,0.0,0.0007123121116385898,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-2-000008,금광1동 제1,중원구,금광1동,121,C,0.4066835878337658,0.4066835878337658,0.4066835878337658,부적합,0.319735040583646,0.47718262173194836,0.6931,0.0,0.04411336393005158,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
205-1-000050,중상67,중원구,하대원동,122,C,0.4029447699020551,0.4029447699020551,0.4029447699020551,부적합,0.47481401570431425,0.721972394503018,0.21,0.0,0.07533531559581219,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
205-2-000020,은행동 제9,중원구,은행2동,123,C,0.4027386875022388,0.4027386875022388,0.4027386875022388,부적합,0.2907784873262191,0.5149224053299208,0.6888,0.0,0.0007123121116385898,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-2-000029,은행동 제10,중원구,은행2동,124,C,0.4006636971585506,0.4006636971585506,0.4006636971585506,부적합,0.28757588867819084,0.5167060820624076,0.6832,0.0,0.0007123121116385898,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000063,모란1,중원구,성남동,125,C,0.400171383656832,0.400171383656832,0.400171383656832,부적합,0.42369859737671783,0.7749494043392063,0.1779,0.0,0.27329046980358374,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
204-1-000003,수상7,중원구,중앙동,126,C,0.40006391640752026,0.40006391640752026,0.40006391640752026,부적합,0.48429691445274026,0.6438815225306133,0.2727,0.0,0.02829231432815784,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
205-1-000043,중상79하,중원구,상대원1동,127,C,0.3982377752350037,0.3982377752350037,0.3982377752350037,부적합,0.2479924689745924,0.7491318585671426,0.4338,0.0,0.3141489290422145,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000035,중상33,중원구,상대원1동,128,C,0.39769200118420345,0.39769200118420345,0.39769200118420345,부적합,0.2272768950302545,0.7926505658860147,0.4171,0.0,0.3141489290422145,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-2-000018,은행동 제7,중원구,은행2동,129,C,0.3976374821485333,0.3976374821485333,0.3976374821485333,부적합,0.3049256944855471,0.49121149389203944,0.6723,0.0,0.0007123121116385898,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
205-2-000017,은행동 제6,중원구,은행2동,130,C,0.3940252977919199,0.3940252977919199,0.3940252977919199,부적합,0.2976051677523662,0.49121149389203944,0.6681,0.0,0.0007123121116385898,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000034,중상32-75,중원구,상대원1동,131,C,0.3921364813510657,0.3921364813510657,0.3921364813510657,부적합,0.25683558630821546,0.6090463187643183,0.5371,0.0,0.3141489290422145,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-2-000019,은행동 제8,중원구,은행2동,132,C,0.39178755003918403,0.39178755003918403,0.39178755003918403,부적합,0.25729821459707447,0.5258902372985044,0.6809,0.0,0.0007123121116385898,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000046,중상48-49,중원구,하대원동,133,C,0.390546386811936,0.390546386811936,0.390546386811936,부적합,0.3750895302385018,0.6639931417946792,0.358,0.0,0.07533531559581219,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000013,중상24,중원구,금광2동,134,C,0.3886678775844756,0.3886678775844756,0.3886678775844756,부적합,0.37412200431223325,0.7112054304488282,0.3056,0.0,0.0704763692597366,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000014,중상25-26,중원구,금광2동,135,C,0.3851455099291167,0.3851455099291167,0.3851455099291167,부적합,0.3633438110112081,0.7112054304488282,0.3066,0.0,0.0704763692597366,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000037,중상36,중원구,상대원1동,136,C,0.383013798461575,0.383013798461575,0.383013798461575,부적합,0.25063612678685304,0.7453348305362631,0.373,0.0,0.3141489290422145,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000039,중상40,중원구,상대원1동,137,C,0.3819849144327496,0.3819849144327496,0.3819849144327496,부적합,0.21370799330430457,0.8037186812965289,0.3622,0.0,0.3141489290422145,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000024,중상21,중원구,중앙동,138,D,0.37941639509881375,0.37941639509881375,0.37941639509881375,부적합,0.43159851652728143,0.6408691943914293,0.2669,0.0,0.02829231432815784,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
205-1-000017,중상86-87,중원구,금광2동,139,D,0.378983510567862,0.378983510567862,0.378983510567862,부적합,0.33630407901375914,0.690613057800238,0.3404,0.0,0.0704763692597366,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000015,중상27,수정구,단대동,140,D,0.3789539576371089,0.3789539576371089,0.3789539576371089,부적합,0.3547486263828697,0.683794606654879,0.328,0.0,0.03686573478769389,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
204-1-000002,수상5,중원구,금광2동,141,D,0.3773123484076812,0.3773123484076812,0.3773123484076812,부적합,0.36203477809282086,0.7112054304488282,0.2771,0.0,0.0704763692597366,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
206-3-000008,수내도서관 부설주차장,분당구,수내3동,142,D,0.3759230469890942,0.3759230469890942,0.3759230469890942,부적합,0.28265262448698897,0.6760580705494775,0.4283,0.0,0.018102215625572706,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000036,중상34-35,중원구,상대원1동,143,D,0.3724670804168081,0.3724670804168081,0.3724670804168081,부적합,0.2171116518893464,0.7291822232137045,0.3939,0.0,0.3141489290422145,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000023,중상19-20,중원구,중앙동,144,D,0.3717883172198333,0.3717883172198333,0.3717883172198333,부적합,0.4344468654444803,0.6408691943914293,0.2324,0.0,0.02829231432815784,False,주차 후보 점수 낮음,수요는 있으나 제약/공역 리스크 있음
205-1-000040,중상41,중원구,상대원1동,145,D,0.3695475194320367,0.3695475194320367,0.3695475194320367,부적합,0.20960115044512498,0.8037186812965289,0.3182,0.0,0.3141489290422145,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000045,중상47-1,중원구,하대원동,146,D,0.36662355663933416,0.36662355663933416,0.36662355663933416,부적합,0.3538100154596393,0.6639931417946792,0.2921,0.0,0.07533531559581219,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000048,중상57-58,중원구,하대원동,147,D,0.36472034736621284,0.36472034736621284,0.36472034736621284,부적합,0.34508656039357843,0.6639931417946792,0.2967,0.0,0.07533531559581219,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000025,중상22-23,중원구,중앙동,148,D,0.36418120487089994,0.36418120487089994,0.36418120487089994,부적합,0.38999797301895645,0.6408691943914293,0.2642,0.0,0.02829231432815784,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000038,중상38-39,중원구,상대원1동,149,D,0.3639147229820241,0.3639147229820241,0.3639147229820241,부적합,0.2507106159826802,0.6770342437439011,0.3648,0.0,0.3141489290422145,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000018,중상88,중원구,금광2동,150,D,0.3632509926474026,0.3632509926474026,0.3632509926474026,부적합,0.35023956141749263,0.6798733107531736,0.2687,0.0,0.0704763692597366,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
204-1-000010,수상3,수정구,단대동,151,D,0.36284942003139853,0.36284942003139853,0.36284942003139853,부적합,0.3483785189379831,0.683794606654879,0.2725,0.0,0.03686573478769389,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
204-1-000001,수상4,수정구,단대동,152,D,0.36251774031611356,0.36251774031611356,0.36251774031611356,부적합,0.35621657689431163,0.683794606654879,0.2602,0.0,0.03686573478769389,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
204-1-000008,수상1-2,수정구,단대동,153,D,0.36046440060115936,0.36046440060115936,0.36046440060115936,부적합,0.31231322222755686,0.724745944328519,0.2725,0.0,0.03686573478769389,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000041,중상41-1,중원구,상대원1동,154,D,0.3543237022974354,0.3543237022974354,0.3543237022974354,부적합,0.20324738720340702,0.8037186812965289,0.2662,0.0,0.3141489290422145,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000042,중상79상-중,중원구,금광1동,155,D,0.35031283289621495,0.35031283289621495,0.35031283289621495,부적합,0.3003185979049293,0.47718262173194836,0.4948,0.0,0.04411336393005158,False,이상 없음,"종합 점수 낮음, 추가 검토 필요"
205-1-000019,중상89,중원구,금광2동,156,D,0.3469041921800018,0.3469041921800018,0.3469041921800018,부적합,0.33643459790558716,0.690613057800238,0.2119,0.0,0.0704763692597366,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000044,중상83,중원구,상대원1동,157,D,0.3410472504018822,0.3410472504018822,0.3410472504018822,부적합,0.23392748398832963,0.6934607382154248,0.2804,0.0,0.3141489290422145,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
204-1-000012,산성대로589,중원구,은행2동,158,D,0.33866300661818494,0.33866300661818494,0.33866300661818494,부적합,0.2563920504939136,0.691760693358933,0.3038,0.0,0.0007123121116385898,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000058,중상44-46,중원구,하대원동,159,D,0.33716780938179636,0.33716780938179636,0.33716780938179636,부적합,0.28353466881029316,0.5273556380736126,0.4093,0.0,0.07533531559581219,False,수요권역 낮음,"종합 점수 낮음, 추가 검토 필요"
204-1-000011,수상20,중원구,금광2동,160,D,0.3329378908389456,0.3329378908389456,0.3329378908389456,부적합,0.3010358642170189,0.5889060796000086,0.3073,0.0,0.0704763692597366,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000052,중상70-71,중원구,은행2동,161,D,0.32109923807538493,0.32109923807538493,0.32109923807538493,부적합,0.2719955689430565,0.691760693358933,0.2117,0.0,0.0007123121116385898,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000016,중상31,중원구,금광2동,162,D,0.31551779256650353,0.31551779256650353,0.31551779256650353,부적합,0.28547844058147015,0.5889060796000086,0.2594,0.0,0.0704763692597366,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
204-1-000009,수상2,중원구,금광2동,163,D,0.3123520619669986,0.3123520619669986,0.3123520619669986,부적합,0.28021921029717034,0.5889060796000086,0.2541,0.0,0.0704763692597366,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000062,중상43,중원구,하대원동,164,D,0.3107506904577617,0.3107506904577617,0.3107506904577617,부적합,0.28027552540695166,0.47614996314215197,0.3594,0.0,0.07533531559581219,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000057,중상70-7-8,수정구,양지동,165,D,0.2991376040751452,0.2991376040751452,0.2991376040751452,부적합,0.272464163054062,0.7141005880248942,0.101,0.0,0.0,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000059,중상60-63,중원구,하대원동,166,D,0.28368910461662344,0.28368910461662344,0.28368910461662344,부적합,0.26252813728941377,0.47614996314215197,0.276,0.0,0.07533531559581219,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
204-1-000007,수상1,중원구,금광2동,167,D,0.28298789083894554,0.28298789083894554,0.28298789083894554,부적합,0.3010358642170189,0.5889060796000086,0.1075,0.0,0.0704763692597366,False,주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000054,중상70-2,중원구,은행2동,168,D,0.2672890241016047,0.2672890241016047,0.2672890241016047,부적합,0.2625729572086084,0.49121149389203944,0.2102,0.0,0.0007123121116385898,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000056,중상70-6,중원구,은행2동,169,D,0.2670696962677636,0.2670696962677636,0.2670696962677636,부적합,0.256093028990228,0.5167060820624076,0.1929,0.0,0.0007123121116385898,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000053,중상70-1,중원구,은행2동,170,D,0.2644026719471474,0.2644026719471474,0.2644026719471474,부적합,0.2550405224815875,0.49121149389203944,0.2092,0.0,0.0007123121116385898,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
205-1-000055,중상70-4-5,중원구,은행2동,171,D,0.24898505364198395,0.24898505364198395,0.24898505364198395,부적합,0.27163690720228606,0.5167060820624076,0.0988,0.0,0.0007123121116385898,False,수요권역 낮음 | 주차 후보 점수 낮음,"종합 점수 낮음, 추가 검토 필요"
