scenario_id,scenario_label_kr,airspace_mode,lot_id,lot_name,lat,lon,site_GU_NM,site_ADM_NM,selected_order,assigned_Ds_sum,coverage_cell_count,route_feasibility,approval_required_routes,candidate_score,hub_explanation
S016,공역+장애물 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,11.7716,36,0.7302,0,0.55042,RFI=0.296 | Ds=11.77 | 36셀 | RFI순위#4 | 경로타당성73%
S016,공역+장애물 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,9.6823,31,0.71936,0,0.535,RFI=0.185 | Ds=9.68 | 31셀 | RFI순위#5 | 경로타당성72%
S016,공역+장애물 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S017,공역+소음+로봇접근+기상 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,21.8481,58,0.82629,58,0.69271,RFI=0.858 | Ds=21.85 | 58셀 | RFI순위#1 | 경로타당성83%
S017,공역+소음+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,2,21.8928,60,0.7752,60,0.69279,RFI=0.831 | Ds=21.89 | 60셀 | RFI순위#2 | 경로타당성78%
S017,공역+소음+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,3,23.7052,60,0.78124,60,0.61974,RFI=0.824 | Ds=23.71 | 60셀 | RFI순위#3 | 경로타당성78%
S017,공역+소음+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,19.451,58,0.78547,58,0.59838,RFI=0.786 | Ds=19.45 | 58셀 | RFI순위#4 | 경로타당성79%
S017,공역+소음+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000023,정자동공영주차장,37.37109,127.11221,분당구,정자동,5,21.7082,59,0.76254,59,0.60193,RFI=0.784 | Ds=21.71 | 59셀 | RFI순위#5 | 경로타당성76%
S017,공역+소음+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,6,17.9107,58,0.69246,58,0.54234,RFI=0.761 | Ds=17.91 | 58셀 | RFI순위#6 | 경로타당성69%
S018,공역+소음+로봇접근+기상 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,14.9748,48,0.7626,0,0.48579,RFI=0.734 | Ds=14.97 | 48셀 | RFI순위#1 | 경로타당성76%
S018,공역+소음+로봇접근+기상 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,18.9573,57,0.69945,0,0.50197,RFI=0.600 | Ds=18.96 | 57셀 | RFI순위#2 | 경로타당성70%
S018,공역+소음+로봇접근+기상 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,10.7587,36,0.78196,0,0.51049,RFI=0.504 | Ds=10.76 | 36셀 | RFI순위#3 | 경로타당성78%
S018,공역+소음+로봇접근+기상 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,11.2617,36,0.7302,0,0.55042,RFI=0.327 | Ds=11.26 | 36셀 | RFI순위#4 | 경로타당성73%
S018,공역+소음+로봇접근+기상 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,8.4414,31,0.71936,0,0.535,RFI=0.172 | Ds=8.44 | 31셀 | RFI순위#5 | 경로타당성72%
S018,공역+소음+로봇접근+기상 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S019,공역+소음+로봇접근 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,22.1812,58,0.82629,58,0.69271,RFI=0.858 | Ds=22.18 | 58셀 | RFI순위#1 | 경로타당성83%
S019,공역+소음+로봇접근 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,2,22.2257,60,0.7752,60,0.69279,RFI=0.831 | Ds=22.23 | 60셀 | RFI순위#2 | 경로타당성78%
S019,공역+소음+로봇접근 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,3,24.0662,60,0.78124,60,0.61974,RFI=0.824 | Ds=24.07 | 60셀 | RFI순위#3 | 경로타당성78%
S019,공역+소음+로봇접근 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,19.7413,58,0.78547,58,0.59838,RFI=0.785 | Ds=19.74 | 58셀 | RFI순위#4 | 경로타당성79%
S019,공역+소음+로봇접근 (승인허용),approval_required_allowed,206-2-000023,정자동공영주차장,37.37109,127.11221,분당구,정자동,5,22.036,59,0.76254,59,0.60193,RFI=0.784 | Ds=22.04 | 59셀 | RFI순위#5 | 경로타당성76%
S019,공역+소음+로봇접근 (승인허용),approval_required_allowed,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,6,18.1955,58,0.69246,58,0.54234,RFI=0.761 | Ds=18.20 | 58셀 | RFI순위#6 | 경로타당성69%
S020,공역+소음+로봇접근 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,15.1711,48,0.7626,0,0.48579,RFI=0.734 | Ds=15.17 | 48셀 | RFI순위#1 | 경로타당성76%
S020,공역+소음+로봇접근 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,19.2055,57,0.69945,0,0.50197,RFI=0.600 | Ds=19.21 | 57셀 | RFI순위#2 | 경로타당성70%
S020,공역+소음+로봇접근 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,10.9004,36,0.78196,0,0.51049,RFI=0.505 | Ds=10.90 | 36셀 | RFI순위#3 | 경로타당성78%
S020,공역+소음+로봇접근 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,11.4087,36,0.7302,0,0.55042,RFI=0.327 | Ds=11.41 | 36셀 | RFI순위#4 | 경로타당성73%
S020,공역+소음+로봇접근 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,8.5539,31,0.71936,0,0.535,RFI=0.173 | Ds=8.55 | 31셀 | RFI순위#5 | 경로타당성72%
S020,공역+소음+로봇접근 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S021,공역+소음+기상 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,23.8139,58,0.82629,58,0.69271,RFI=0.861 | Ds=23.81 | 58셀 | RFI순위#1 | 경로타당성83%
S021,공역+소음+기상 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,25.779,60,0.78124,60,0.61974,RFI=0.836 | Ds=25.78 | 60셀 | RFI순위#2 | 경로타당성78%
S021,공역+소음+기상 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,23.7901,60,0.7752,60,0.69279,RFI=0.825 | Ds=23.79 | 60셀 | RFI순위#3 | 경로타당성78%
S021,공역+소음+기상 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,21.6837,58,0.78547,58,0.59838,RFI=0.787 | Ds=21.68 | 58셀 | RFI순위#4 | 경로타당성79%
S021,공역+소음+기상 (승인허용),approval_required_allowed,206-2-000023,정자동공영주차장,37.37109,127.11221,분당구,정자동,5,23.4636,59,0.76254,59,0.60193,RFI=0.776 | Ds=23.46 | 59셀 | RFI순위#5 | 경로타당성76%
S021,공역+소음+기상 (승인허용),approval_required_allowed,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,6,20.1909,58,0.69246,58,0.54234,RFI=0.769 | Ds=20.19 | 58셀 | RFI순위#6 | 경로타당성69%
S022,공역+소음+기상 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,16.9921,48,0.7626,0,0.48579,RFI=0.711 | Ds=16.99 | 48셀 | RFI순위#1 | 경로타당성76%
S022,공역+소음+기상 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,21.4665,57,0.69945,0,0.50197,RFI=0.600 | Ds=21.47 | 57셀 | RFI순위#2 | 경로타당성70%
S022,공역+소음+기상 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,12.2218,36,0.78196,0,0.51049,RFI=0.525 | Ds=12.22 | 36셀 | RFI순위#3 | 경로타당성78%
S022,공역+소음+기상 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,12.7157,36,0.7302,0,0.55042,RFI=0.307 | Ds=12.72 | 36셀 | RFI순위#4 | 경로타당성73%
S022,공역+소음+기상 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,9.627,31,0.71936,0,0.535,RFI=0.172 | Ds=9.63 | 31셀 | RFI순위#5 | 경로타당성72%
S022,공역+소음+기상 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S023,공역+소음 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,24.1465,58,0.82629,58,0.69271,RFI=0.861 | Ds=24.15 | 58셀 | RFI순위#1 | 경로타당성83%
S023,공역+소음 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,26.1396,60,0.78124,60,0.61974,RFI=0.836 | Ds=26.14 | 60셀 | RFI순위#2 | 경로타당성78%
S023,공역+소음 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,24.1225,60,0.7752,60,0.69279,RFI=0.825 | Ds=24.12 | 60셀 | RFI순위#3 | 경로타당성78%
S023,공역+소음 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,21.9736,58,0.78547,58,0.59838,RFI=0.787 | Ds=21.97 | 58셀 | RFI순위#4 | 경로타당성79%
S023,공역+소음 (승인허용),approval_required_allowed,206-2-000023,정자동공영주차장,37.37109,127.11221,분당구,정자동,5,23.7909,59,0.76254,59,0.60193,RFI=0.776 | Ds=23.79 | 59셀 | RFI순위#5 | 경로타당성76%
S023,공역+소음 (승인허용),approval_required_allowed,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,6,20.4754,58,0.69246,58,0.54234,RFI=0.769 | Ds=20.48 | 58셀 | RFI순위#6 | 경로타당성69%
S024,공역+소음 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,17.1884,48,0.7626,0,0.48579,RFI=0.711 | Ds=17.19 | 48셀 | RFI순위#1 | 경로타당성76%
S024,공역+소음 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,21.7147,57,0.69945,0,0.50197,RFI=0.600 | Ds=21.71 | 57셀 | RFI순위#2 | 경로타당성70%
S024,공역+소음 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,12.363,36,0.78196,0,0.51049,RFI=0.525 | Ds=12.36 | 36셀 | RFI순위#3 | 경로타당성78%
S024,공역+소음 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,12.8628,36,0.7302,0,0.55042,RFI=0.307 | Ds=12.86 | 36셀 | RFI순위#4 | 경로타당성73%
S024,공역+소음 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,9.739,31,0.71936,0,0.535,RFI=0.172 | Ds=9.74 | 31셀 | RFI순위#5 | 경로타당성72%
S024,공역+소음 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S025,공역+로봇접근+기상 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,22.4143,58,0.82629,58,0.69271,RFI=0.849 | Ds=22.41 | 58셀 | RFI순위#1 | 경로타당성83%
S025,공역+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,24.3588,60,0.78124,60,0.61974,RFI=0.820 | Ds=24.36 | 60셀 | RFI순위#2 | 경로타당성78%
S025,공역+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,22.4666,60,0.7752,60,0.69279,RFI=0.820 | Ds=22.47 | 60셀 | RFI순위#3 | 경로타당성78%
S025,공역+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000023,정자동공영주차장,37.37109,127.11221,분당구,정자동,4,22.2122,59,0.76254,59,0.60193,RFI=0.780 | Ds=22.21 | 59셀 | RFI순위#4 | 경로타당성76%
S025,공역+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,5,20.0274,58,0.78547,58,0.59838,RFI=0.778 | Ds=20.03 | 58셀 | RFI순위#5 | 경로타당성79%
S025,공역+로봇접근+기상 (승인허용),approval_required_allowed,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,6,18.5754,58,0.69246,58,0.54234,RFI=0.763 | Ds=18.58 | 58셀 | RFI순위#6 | 경로타당성69%
S026,공역+로봇접근+기상 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,15.3549,48,0.7626,0,0.48579,RFI=0.733 | Ds=15.35 | 48셀 | RFI순위#1 | 경로타당성76%
S026,공역+로봇접근+기상 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,19.4398,57,0.69945,0,0.50197,RFI=0.600 | Ds=19.44 | 57셀 | RFI순위#2 | 경로타당성70%
S026,공역+로봇접근+기상 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,11.041,36,0.78196,0,0.51049,RFI=0.484 | Ds=11.04 | 36셀 | RFI순위#3 | 경로타당성78%
S026,공역+로봇접근+기상 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,11.5521,36,0.7302,0,0.55042,RFI=0.321 | Ds=11.55 | 36셀 | RFI순위#4 | 경로타당성73%
S026,공역+로봇접근+기상 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,8.73,31,0.71936,0,0.535,RFI=0.187 | Ds=8.73 | 31셀 | RFI순위#5 | 경로타당성72%
S026,공역+로봇접근+기상 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S027,공역+로봇접근 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,22.7473,58,0.82629,58,0.69271,RFI=0.849 | Ds=22.75 | 58셀 | RFI순위#1 | 경로타당성83%
S027,공역+로봇접근 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,24.7201,60,0.78124,60,0.61974,RFI=0.820 | Ds=24.72 | 60셀 | RFI순위#2 | 경로타당성78%
S027,공역+로봇접근 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,22.7997,60,0.7752,60,0.69279,RFI=0.820 | Ds=22.80 | 60셀 | RFI순위#3 | 경로타당성78%
S027,공역+로봇접근 (승인허용),approval_required_allowed,206-2-000023,정자동공영주차장,37.37109,127.11221,분당구,정자동,4,22.5395,59,0.76254,59,0.60193,RFI=0.780 | Ds=22.54 | 59셀 | RFI순위#4 | 경로타당성76%
S027,공역+로봇접근 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,5,20.3177,58,0.78547,58,0.59838,RFI=0.778 | Ds=20.32 | 58셀 | RFI순위#5 | 경로타당성79%
S027,공역+로봇접근 (승인허용),approval_required_allowed,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,6,18.86,58,0.69246,58,0.54234,RFI=0.763 | Ds=18.86 | 58셀 | RFI순위#6 | 경로타당성69%
S028,공역+로봇접근 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,15.551,48,0.7626,0,0.48579,RFI=0.733 | Ds=15.55 | 48셀 | RFI순위#1 | 경로타당성76%
S028,공역+로봇접근 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,19.6877,57,0.69945,0,0.50197,RFI=0.600 | Ds=19.69 | 57셀 | RFI순위#2 | 경로타당성70%
S028,공역+로봇접근 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,11.1825,36,0.78196,0,0.51049,RFI=0.484 | Ds=11.18 | 36셀 | RFI순위#3 | 경로타당성78%
S028,공역+로봇접근 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,11.6992,36,0.7302,0,0.55042,RFI=0.321 | Ds=11.70 | 36셀 | RFI순위#4 | 경로타당성73%
S028,공역+로봇접근 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,8.8426,31,0.71936,0,0.535,RFI=0.187 | Ds=8.84 | 31셀 | RFI순위#5 | 경로타당성72%
S028,공역+로봇접근 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S029,공역+기상 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,24.3794,58,0.82629,58,0.69271,RFI=0.852 | Ds=24.38 | 58셀 | RFI순위#1 | 경로타당성83%
S029,공역+기상 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,26.4338,60,0.78124,60,0.61974,RFI=0.833 | Ds=26.43 | 60셀 | RFI순위#2 | 경로타당성78%
S029,공역+기상 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,24.3633,60,0.7752,60,0.69279,RFI=0.814 | Ds=24.36 | 60셀 | RFI순위#3 | 경로타당성78%
S029,공역+기상 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,22.2588,58,0.78547,58,0.59838,RFI=0.780 | Ds=22.26 | 58셀 | RFI순위#4 | 경로타당성79%
S029,공역+기상 (승인허용),approval_required_allowed,206-2-000023,정자동공영주차장,37.37109,127.11221,분당구,정자동,5,23.9659,59,0.76254,59,0.60193,RFI=0.772 | Ds=23.97 | 59셀 | RFI순위#5 | 경로타당성76%
S029,공역+기상 (승인허용),approval_required_allowed,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,6,20.8554,58,0.69246,58,0.54234,RFI=0.771 | Ds=20.86 | 58셀 | RFI순위#6 | 경로타당성69%
S030,공역+기상 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,17.3721,48,0.7626,0,0.48579,RFI=0.727 | Ds=17.37 | 48셀 | RFI순위#1 | 경로타당성76%
S030,공역+기상 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,21.9485,57,0.69945,0,0.50197,RFI=0.600 | Ds=21.95 | 57셀 | RFI순위#2 | 경로타당성70%
S030,공역+기상 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,12.5042,36,0.78196,0,0.51049,RFI=0.523 | Ds=12.50 | 36셀 | RFI순위#3 | 경로타당성78%
S030,공역+기상 (엄격제외),strict_exclusion,206-3-000004,분당도서관 부설주차장,37.3581,127.11658,분당구,정자3동,4,13.0068,36,0.7302,0,0.55042,RFI=0.311 | Ds=13.01 | 36셀 | RFI순위#4 | 경로타당성73%
S030,공역+기상 (엄격제외),strict_exclusion,206-2-000006,정자전원마을,37.35922,127.12451,분당구,정자3동,5,9.9165,31,0.71936,0,0.535,RFI=0.196 | Ds=9.92 | 31셀 | RFI순위#5 | 경로타당성72%
S030,공역+기상 (엄격제외),strict_exclusion,205-2-000028,해오름,37.44109,127.15909,중원구,금광1동,6,0.0,0,0.5,0,0.50109,RFI=0.000 | Ds=0.00 | 0셀 | RFI순위#6 | 경로타당성50%
S031,공역 (승인허용),approval_required_allowed,206-3-000001,분당구청 부설주차장,37.38262,127.11896,분당구,수내1동,1,24.7132,58,0.82629,58,0.69271,RFI=0.852 | Ds=24.71 | 58셀 | RFI순위#1 | 경로타당성83%
S031,공역 (승인허용),approval_required_allowed,206-2-000020,백현동카페거리공영주차장,37.38545,127.11199,분당구,백현동,2,26.7947,60,0.78124,60,0.61974,RFI=0.833 | Ds=26.79 | 60셀 | RFI순위#2 | 경로타당성78%
S031,공역 (승인허용),approval_required_allowed,206-2-000011,수내역환승,37.37928,127.11886,분당구,수내1동,3,24.697,60,0.7752,60,0.69279,RFI=0.814 | Ds=24.70 | 60셀 | RFI순위#3 | 경로타당성78%
S031,공역 (승인허용),approval_required_allowed,206-2-000007,정자역환승,37.36575,127.10733,분당구,정자1동,4,22.5495,58,0.78547,58,0.59838,RFI=0.780 | Ds=22.55 | 58셀 | RFI순위#4 | 경로타당성79%
S031,공역 (승인허용),approval_required_allowed,206-2-000023,정자동공영주차장,37.37109,127.11221,분당구,정자동,5,24.2947,59,0.76254,59,0.60193,RFI=0.772 | Ds=24.29 | 59셀 | RFI순위#5 | 경로타당성76%
S031,공역 (승인허용),approval_required_allowed,206-2-000003,야탑 제2환승,37.41176,127.12816,분당구,야탑1동,6,21.1402,58,0.69246,58,0.54234,RFI=0.771 | Ds=21.14 | 58셀 | RFI순위#6 | 경로타당성69%
S032,공역 (엄격제외),strict_exclusion,206-3-000007,구미도서관,37.34553,127.10769,분당구,구미1동,1,17.5692,48,0.7626,0,0.48579,RFI=0.727 | Ds=17.57 | 48셀 | RFI순위#1 | 경로타당성76%
S032,공역 (엄격제외),strict_exclusion,206-2-000009,금곡동,37.35086,127.10686,분당구,금곡동,2,22.1967,57,0.69945,0,0.50197,RFI=0.600 | Ds=22.20 | 57셀 | RFI순위#2 | 경로타당성70%
S032,공역 (엄격제외),strict_exclusion,206-2-000008,오리환승,37.33971,127.10941,분당구,구미동,3,12.6464,36,0.78196,0,0.51049,RFI=0.523 | Ds=12.65 | 36셀 | RFI순위#3 | 경로타당성78%
