assigned_lot_name,label,drone,motorcycle,delta,time_saving_pct,drone_faster,co2_saving_g,airspace_approval_required,robot_handoff_feasible
분당도서관 부설주차장,구미1동,1.2418359716264744,14.416666666666666,9.13393993537258,63.35680880027223,True,264.655444595844,True,True
분당도서관 부설주차장,금곡동,0.9400080053874544,13.833333333333334,8.86817268883641,64.10727244941982,True,259.14483188686347,True,True
분당도서관 부설주차장,금곡동,0.4977629508779571,13.933333333333334,9.380102449083443,67.32130944318261,True,283.1709780315629,True,True
분당도서관 부설주차장,구미1동,1.2886322431670534,14.316666666666666,8.99535060298502,62.83131969488955,True,306.1557228934919,True,True
분당도서관 부설주차장,금곡동,1.1974782621972042,7.879829569518941,3.0044355927833,38.12817988354942,True,208.45102849197832,True,True
분당도서관 부설주차장,정자3동,0.530034308996466,12.583333333333334,8.075109735783265,64.17305750291335,True,108.0817795110742,True,True
운중동공영주차장,판교동,1.451869130988514,8.704055984402785,3.5424133430004394,40.69842093557601,True,252.7341189768256,True,True
운중동공영주차장,운중동,1.129425351236904,7.659338138007569,2.860519452600677,37.34682293769037,True,196.60471801656408,True,True
운중동공영주차장,운중동,0.7343480287090113,14.483333333333333,9.67599528319869,66.80779251920845,True,217.8016913971108,True,True
운중동공영주차장,판교동,1.4168275543914328,8.590521276228243,3.4683085269300795,40.37366785328394,True,246.63425653068865,True,True
운중동공영주차장,판교동,0.8556011781833374,13.05,8.208321066885357,62.899012006784346,True,177.39637525814993,True,True
운중동공영주차장,운중동,0.8849047338802701,6.867091337772076,2.3434149974280256,34.125292385994555,True,154.03979155020804,True,True
운중동공영주차장,운중동,1.244745130601531,14.166666666666666,8.89517016874834,62.7894364852824,True,263.7273522573678,True,True
운중동공영주차장,운중동,0.7693077183149374,6.492557007340397,2.098954091023913,32.32862012071459,True,133.91724106567273,True,True
운중동공영주차장,시흥동,0.8850163862029946,6.867453091297703,2.3436511162229783,34.12693301382437,True,154.05922742828628,True,True
운중동공영주차장,운중동,0.5448767638885839,13.416666666666666,8.847841244683469,65.94664281751655,True,145.6290879583397,True,True
운중동공영주차장,운중동,0.155889334936054,11.483333333333333,7.389835086778882,64.35270032028055,True,28.94982396634287,True,True
운중동공영주차장,시흥동,1.469948804848266,8.762634127708381,3.5806476645149745,40.86268594956607,True,255.88133820396192,True,True
운중동공영주차장,운중동,1.1749648446797616,7.806886096762428,2.9568249306424805,37.87457500973016,True,204.53200533762956,True,True
태평4동 제1,성남동,1.462752600934604,24.33333333333333,18.28762967539251,75.15464250161307,True,309.1461953803733,True,True
맛고을,도촌동,1.160321186850498,14.483333333333333,9.27383700640942,64.03109555633661,True,253.94025507613955,True,True
맛고을,야탑3동,0.9586974808725016,13.233333333333333,8.284072285857302,62.60004246239775,True,208.61085290167745,True,True
태평4동 제1,수진1동,1.2204107410977985,20.133333333333333,14.55123232887142,72.27433275929515,True,217.99837443694625,True,True
태평4동 제1,신흥1동,0.7829150283095451,16.65,11.675678352178156,70.12419430737631,True,132.39378440549956,True,True
태평4동 제1,태평1동,1.3444123793773044,22.05,16.243674833516543,73.66745956243331,True,266.6918400330766,True,True
태평4동 제1,태평2동,0.6435348675150716,17.733333333333334,12.83003360298976,72.34981355069414,True,166.2437677821835,True,True
태평4동 제1,신흥2동,0.7586242061005596,19.05,13.964434347389904,73.30411730913336,True,202.84189167188825,True,True
태평4동 제1,중앙동,0.8480816293040537,18.766666666666666,13.61248520367878,72.53544513505567,True,188.53628578461488,True,True
태평4동 제1,중앙동,1.344876810380725,20.216666666666665,14.51239920079056,71.78433240292117,True,219.2860869820048,True,True
태평4동 제1,신흥2동,0.8188193000328493,6.652974532106432,2.203659615514045,33.12292276002946,True,142.53596965321827,True,True
태평4동 제1,단대동,1.3071980563803318,25.5,19.53592946535772,76.61148809944206,True,362.265340816013,True,True
태평4동 제1,신흥2동,0.0578669510217235,11.633333333333333,7.623991283275714,65.53574169004912,True,12.801294028543806,True,True
맛고을,도촌동,0.9409941831370854,14.2,9.21340907865956,64.88316252577154,True,201.32412215412123,True,True
맛고을,도촌동,1.215005079696451,15.733333333333333,10.402326575960805,66.11648247432714,True,363.3343933263745,True,True
맛고을,야탑1동,0.3361288554250362,12.316666666666666,8.006416383828544,65.00473383351998,True,115.47729403607424,True,True
맛고을,야탑3동,0.4882401142457543,12.333333333333334,7.87854409248805,63.88008723638959,True,106.79195760083915,True,True
맛고을,도촌동,1.13007075976282,14.716666666666669,9.522684589536574,64.7068035529099,True,362.8060140449808,True,True
분당구청 부설주차장,서현1동,0.8771486775027004,13.5,8.612820073610443,63.79866721192921,True,244.13637777244327,True,True
점골,서현1동,0.5499363895967209,12.683333333333334,8.15072962080313,64.26330844260023,True,131.21733581846885,True,True
분당구청 부설주차장,수내2동,1.1250780581175437,7.645252908300842,2.8513259348341,37.29537752424475,True,195.84796296681145,True,True
점골,서현2동,0.6667349817462489,16.033333333333335,11.203172437544907,69.87425636722395,True,465.4495653833288,True,True
분당구청 부설주차장,서현1동,0.6405659043588874,12.416666666666666,7.813408796989438,62.92678225763306,True,123.82311600846336,True,True
분당구청 부설주차장,서현1동,1.2442059894540196,8.031227405831025,3.103253910051615,38.639846106194376,True,216.58515761420847,True,True
분당구청 부설주차장,수내2동,0.3105035510707981,5.006031505469386,1.1286895730520254,22.546593480661585,True,54.05090565264918,True,True
점골,서현1동,0.6287070873801198,13.683333333333334,9.020455756420708,65.92294097262392,True,274.2076511650175,True,True
점골,서현1동,1.2127648354010785,14.733333333333333,9.460348574918356,64.2105106894911,True,381.87743845657735,True,True
점골,서현1동,1.1981850198757216,7.882119464397338,3.005930221531746,38.13606524373553,True,208.5740573348662,True,True
분당도서관 부설주차장,정자3동,0.958594539040157,7.1058463064901085,2.4992518628871263,35.17176920368289,True,166.86734438341534,True,True
분당도서관 부설주차장,정자3동,0.7702759675733398,6.4956941349376205,2.1010017138814447,32.34452962587995,True,134.08578905532914,True,True
분당도서관 부설주차장,정자3동,1.3858995387201254,8.490314505453206,3.4029029391879337,40.07982197835308,True,241.25046220270585,True,True
분당도서관 부설주차장,정자2동,1.1157571726401412,13.466666666666669,8.356081696943987,62.05011161097019,True,270.337599374557,True,True
점골,수내3동,1.3644216298087626,14.766666666666667,9.34864022358229,63.309076006200605,True,346.18014577401595,True,True
분당도서관 부설주차장,정자3동,0.3303166798334022,11.766666666666667,7.492652468119378,63.6769331568219,True,65.89134972349855,True,True
점골,분당동,1.0820764096284226,13.466666666666669,8.387879469538008,62.28623368468818,True,267.43239539780313,True,True
점골,서현2동,0.269394913081131,11.866666666666667,7.644577581657829,64.42059759824014,True,69.04920682529625,True,True
점골,서현1동,0.8264849761081196,6.677811322590308,2.219870744429409,33.24248974989498,True,143.8703722160209,True,True
점골,분당동,1.01249386208641,14.3,9.240316032261257,64.61759463119759,True,262.2466288961854,True,True
분당구청 부설주차장,백현동,1.319109407205383,8.273914479345443,3.2616572849719248,39.42096927777234,True,229.62397005927707,True,True
분당구청 부설주차장,백현동,1.1742326270302463,14.1,8.898800996449133,63.11206380460378,True,258.85011483236485,True,True
분당구청 부설주차장,백현동,1.0394144221145083,13.25,8.223602869982646,62.06492732062374,True,171.36879713559532,True,True
분당구청 부설주차장,백현동,0.5045589006523008,12.683333333333334,8.193570190473134,64.60107903132563,True,121.47726308630168,True,True
맛고을,야탑3동,1.2610165581401669,13.45,8.203208444575775,60.99039735744072,True,300.66665227905645,True,True
맛고을,이매1동,1.329564966760464,8.307790492303903,3.283768371086881,39.526374360654245,True,231.4440215888278,True,True
맛고을,야탑2동,0.784965650727176,13.533333333333331,8.731319190574693,64.5171368761677,True,227.1427213347293,True,True
맛고을,야탑3동,0.5257939266788153,12.483333333333333,7.984703751046682,63.96291389356489,True,111.20532753974489,True,True
분당구청 부설주차장,정자동,1.352906275709857,13.583333333333334,8.24233507211292,60.6797674020583,True,210.158468210093,True,True
분당구청 부설주차장,수내1동,1.0282538863729522,7.331542591848365,2.646565243818398,36.09834097889581,True,178.99329527037162,True,True
분당도서관 부설주차장,정자1동,1.2811750607976555,14.866666666666667,9.521642026659691,64.04691946183648,True,260.0723237232492,True,True
분당도서관 부설주차장,정자동,0.975939454227524,7.162043831697178,2.5359323400384586,35.40794219682292,True,169.88666049465627,True,True
분당구청 부설주차장,정자1동,1.302040985494788,14.3,8.96695661988127,62.70599034882006,True,260.9346393046095,True,True
분당구청 부설주차장,수내1동,0.6365504534246529,6.062423469095876,1.8182032329840911,29.991359763181475,True,110.80752017989646,True,True
태평4동 제1,복정동,1.4468251105308336,8.6877133581199,3.531746408331104,40.65219768134023,True,251.8560811156549,True,True
태평4동 제1,복정동,1.242149368624423,28.766666666666666,22.681378609460594,78.8460438335826,True,444.5513632588872,True,True
태평4동 제1,태평4동,0.7844308283266089,21.23333333333333,16.001340212659308,75.3595300439214,True,240.1589526051412,True,True
운중동공영주차장,판교동,1.3982960776876043,13.583333333333334,8.199482877794344,60.364291124866334,True,297.3502823685604,True,True
맛고을,야탑1동,0.9847468575244968,13.6,8.605646685039124,63.2768138605818,True,207.7748159919856,True,True
맛고을,삼평동,1.3920506149305951,8.51024399237513,3.415911040291744,40.13881439065996,True,242.32121079404345,True,True
